X,Y
-0.027272488921880722,-0.0006253565661609173
-0.007859161123633385,-0.005538283847272396
0.013432621024549007,-0.030504919588565826
0.015083082020282745,-0.047957584261894226
2.994295209646225e-05,-0.04990033432841301
-0.006228850223124027,-0.047252438962459564
0.009482677094638348,-0.05689726397395134
0.024956101551651955,-0.08255750685930252
0.025198353454470634,-0.10675247013568878
0.018575746566057205,-0.11948370188474655
0.011028495617210865,-0.1233067512512207
0.013088885694742203,-0.11159688979387283
0.015887444838881493,-0.08941373229026794
0.007416262291371822,-0.07072755694389343
0.002005013171583414,-0.05476509407162666
4.123931284993887e-05,-0.058639612048864365
-0.0037990957498550415,-0.0725465714931488
-0.001619816874153912,-0.06295908987522125
0.009467333555221558,-0.04077035188674927
0.007188682910054922,-0.03409437835216522
-0.015505361370742321,-0.037460945546627045
-0.026408011093735695,-0.029739459976553917
-0.02589292824268341,-0.011584898456931114
-0.03410797193646431,0.014306256547570229
-0.04033149406313896,0.03376835212111473
-0.03580808266997337,0.03342074155807495
-0.034209176898002625,0.02720903791487217
-0.03607743978500366,0.019527535885572433
-0.03621844947338104,-0.003096729051321745
-0.0375453382730484,-0.040933020412921906
-0.03183543682098389,-0.0665426105260849
-0.03018600307404995,-0.06351923942565918
-0.03134604170918465,-0.053830064833164215
-0.017048100009560585,-0.05746116116642952
-0.0007221000269055367,-0.07143586874008179
0.005258878227323294,-0.07876729220151901
-0.0019394932314753532,-0.04661528766155243
-0.01913176290690899,0.0076857665553689
-0.02273350954055786,0.021471865475177765
-0.005044763907790184,-0.012852858752012253
0.0075803231447935104,-0.0643344298005104
0.009838301688432693,-0.08952128142118454
0.009694612585008144,-0.07515940070152283
0.005740826949477196,-0.06097240373492241
0.00966937467455864,-0.058904554694890976
0.01701102778315544,-0.062092456966638565
0.005275762639939785,-0.07927065342664719
-0.012624931521713734,-0.08541957288980484
-0.016309427097439766,-0.06657219678163528
-0.020486343652009964,-0.0480484738945961
-0.02782023511826992,-0.031694237142801285
-0.03498354181647301,-0.02102518267929554
-0.04209333285689354,-0.017375756055116653
-0.03731492906808853,-0.0006455571856349707
-0.03291810676455498,0.02539581060409546
-0.04435577616095543,0.0245714969933033
-0.05299713835120201,-0.016939401626586914
-0.04212236404418945,-0.06818145513534546
-0.02859535813331604,-0.08830005675554276
-0.029578138142824173,-0.0545060820877552
-0.04386581853032112,-0.004217199981212616
-0.05513465404510498,0.008638975210487843
-0.03657528758049011,-0.005577397532761097
-0.006916867569088936,-0.027148863300681114
-0.0007022097706794739,-0.05284884199500084
-0.012788500636816025,-0.06509498506784439
-0.03638099506497383,-0.05301058292388916
-0.047730542719364166,-0.03924042358994484
-0.020258963108062744,-0.04012720286846161
0.00832664966583252,-0.047889988869428635
-0.006359435617923737,-0.06805228441953659
-0.03292214125394821,-0.07412294298410416
-0.02987547777593136,-0.04221669211983681
-0.0036001838743686676,-0.012617440894246101
0.029534704983234406,-0.01289294846355915
0.05078551173210144,-0.02625870145857334
0.04201482608914375,-0.030133787542581558
0.019981130957603455,-0.00893622450530529
-0.00038447044789791107,0.015084282495081425
-0.013018302619457245,0.0065016294829547405
-0.007481220178306103,-0.022336212918162346
-0.014918699860572815,-0.04740207642316818
-0.04092613235116005,-0.041858769953250885
-0.06403952836990356,-0.0037989970296621323
-0.07693487405776978,0.020553382113575935
-0.06351147592067719,0.0017531958874315023
-0.036397334188222885,-0.02986937388777733
-0.019168006256222725,-0.02205197513103485
-0.014233332127332687,0.019037915393710136
-0.00988910160958767,0.058824099600315094
-0.014860833995044231,0.05851832404732704
-0.0332193598151207,0.010829323902726173
-0.04135173559188843,-0.030062314122915268
-0.0355236753821373,-0.021976199001073837
-0.037514183670282364,0.010153167881071568
-0.05748662352561951,0.008463175967335701
-0.06363984942436218,-0.024875035509467125
-0.04565373808145523,-0.06361598521471024
-0.022544413805007935,-0.08179643750190735
0.002618422731757164,-0.05599535256624222
0.020650329068303108,-0.014955845661461353
0.019526110962033272,6.638187915086746e-05
0.025018755346536636,-0.02212018519639969
0.04521090164780617,-0.05151285603642464
0.04230518639087677,-0.05265156179666519
0.01725749485194683,-0.03398449346423149
-0.010438386350870132,-0.018102437257766724
-0.019875124096870422,-0.003997845575213432
-0.00920140277594328,0.01129879429936409
-0.015621503815054893,0.01352792140096426
-0.033651672303676605,0.008337419480085373
-0.03522232547402382,0.012511673383414745
-0.023304397240281105,0.010151036083698273
-0.002689532469958067,0.0013265858869999647
0.013166438788175583,0.0026702196337282658
0.003730172524228692,0.011914861388504505
-0.025867631658911705,0.031560514122247696
-0.04601755365729332,0.04955035075545311
-0.04298443719744682,0.049063507467508316
-0.041072264313697815,0.030122149735689163
-0.049174316227436066,0.007834162563085556
-0.059260014444589615,0.005963399540632963
-0.05380357429385185,0.02832140401005745
-0.02067708969116211,0.055707816034555435
0.005705745425075293,0.06275421380996704
