Horizontal_vibration_signals,Vertical_vibration_signals
6.461095809936523,-1.6172409057617188
4.595088958740234,-4.20842170715332
7.287037372589111,-5.164337158203125
5.386722087860107,-6.027543544769287
5.680131912231445,-5.694293975830078
3.5820722579956055,-4.055583477020264
2.250552177429199,-5.2056193351745605
2.3286819458007812,-5.659627914428711
0.11779069900512695,-5.35503625869751
0.9282947331666946,-3.8524389266967773
-1.3974547386169434,-3.347134590148926
-2.9364585876464844,-2.154076099395752
-2.0290017127990723,-1.2228727340698242
-3.100419044494629,1.0471106320619583
-4.252147674560547,0.6502748280763626
-5.5301666259765625,0.6342173367738724
-4.4136643409729,1.1943340301513672
-3.4179329872131348,2.4926304817199707
-3.1574368476867676,2.6855945587158203
-2.8013229370117188,3.635525703430176
-1.8925666809082031,3.494107723236084
-0.7297158241271973,4.307305812835693
0.5134702101349831,4.123258590698242
2.821779251098633,3.464949131011963
2.9886960983276367,3.2589197158813477
3.690493106842041,1.5311479568481445
3.850853443145752,1.1943936347961426
4.826104640960693,0.6233692169189453
4.9896955490112305,0.9671807289123535
4.105067253112793,0.31654831022024155
2.87783145904541,0.05418059881776571
3.0997276306152344,-1.1320353299379349
0.21935699507594109,-1.7305254936218262
0.2680658921599388,-2.71604061126709
0.394439697265625,-4.642534255981445
-2.2753477096557617,-3.4535646438598633
-5.4709792137146,-1.175534725189209
-4.681456089019775,0.8039236068725586
-6.121659278869629,2.964138984680176
-5.3116679191589355,0.3791689872741699
-2.5882840156555176,2.8499960899353027
-1.1722326278686523,3.9432644844055176
0.08245710283517838,4.181647300720215
0.04836319945752621,4.325079917907715
1.439988613128662,3.5750985145568848
1.4499902725219727,3.264892101287842
0.40358301252126694,2.859342098236084
0.10434390045702457,0.3991365060210228
1.610863208770752,-1.7364978790283203
4.353821277618408,-2.723109722137451
5.122721195220947,-4.017007350921631
5.512845516204834,-4.967987537384033
5.548727512359619,-5.938982963562012
3.7570595741271973,-8.604240417480469
1.940298080444336,-7.570183277130127
0.9746670722961426,-7.952690124511719
1.645195484161377,-8.312809467315674
-0.15692710876464844,-7.097494602203369
-1.3856887817382812,-7.815790176391602
-1.991736888885498,-4.391062259674072
-5.4236650466918945,-3.479123115539551
-5.4465413093566895,-1.3208270072937012
-5.096948146820068,0.2784132957458496
-4.841554164886475,2.9538393020629883
-4.247391223907471,4.94312047958374
-4.505348205566406,7.563138008117676
-3.489232063293457,6.724977493286133
-4.588067531585693,8.023452758789062
-2.447831630706787,9.473097324371338
-1.6342878341674805,8.113837242126465
-1.8796443939208984,7.960546016693115
0.17800329253077507,6.35073184967041
1.8410325050354004,5.240452289581299
1.2693524360656738,3.4655094146728516
3.023529052734375,0.4774928092956543
3.383052349090576,-0.5161404982209206
3.123760223388672,-1.984870433807373
1.1352300643920898,-4.860401153564453
1.7272591590881348,-5.500590801239014
1.5842914581298828,-8.750951290130615
-1.2163519859313965,-8.636832237243652
1.253187656402588,-9.433531761169434
1.2145757675170898,-8.535706996917725
-0.053644198924303055,-9.516477584838867
-0.5636334046721458,-8.770811557769775
-2.1279454231262207,-8.054673671722412
-2.4343371391296387,-5.20247220993042
-3.1822681427001953,-3.3347249031066895
-2.7953743934631348,-2.9633045196533203
-2.772665023803711,-0.19795890897512436
-2.4016737937927246,0.19223690032958984
-3.297555446624756,3.6069869995117188
-4.588413238525391,4.269540309906006
-0.7173061370849609,4.861259460449219
0.4194974899291992,6.670081615447998
2.4947643280029297,6.990647315979004
3.9522647857666016,7.32877254486084
1.1521697044372559,8.56471061706543
3.4220337867736816,6.741583347320557
2.7527689933776855,7.22658634185791
2.195143699645996,5.391085147857666
3.528463840484619,4.0244221687316895
2.2005319595336914,3.6147356033325195
2.1529197692871094,0.6683707237243652
2.058529853820801,-0.0824808981269598
1.1999846249818802,-1.7970919609069824
2.6207804679870605,-1.795816421508789
0.7071018218994141,-3.9750099182128906
1.3541221618652344,-2.865886688232422
1.3354778289794922,-4.927325248718262
1.0961055755615234,-4.402315616607666
-1.5131115913391113,-4.716694355010986
-1.835012435913086,-4.010176658630371
-1.8464326858520508,-3.1023383140563965
-4.171502590179443,-3.0365586280822754
-0.9281396865844727,-2.468276023864746
-1.2539267539978027,-0.2621770091354847
-3.5239219665527344,-0.16013380140066147
-2.226102352142334,1.1538506299257278
-2.7583718299865723,1.0786771774291992
-0.5506991967558861,1.136922836303711
-0.1156091969460249,2.8555870056152344
1.8696784973144531,3.263545036315918
1.2136101722717285,2.728700637817383
-1.2339115142822266,3.7406325340270996
1.8767714500427246,4.040718078613281
0.4033803939819336,3.737318515777588
0.5207538977265358,2.796328067779541
1.935899257659912,3.184211254119873
2.141594886779785,2.997159957885742
0.6343722343444824,2.026546001434326
-0.1263976003974676,-0.014710399555042386
0.9894967079162598,0.39893388748168945
0.705111026763916,-0.2850533090531826
-0.22482870146632195,-0.8985280990600586
-1.1290788650512695,-1.2529730796813965
-0.9573221206665039,-2.675485610961914
-1.2398123741149902,-3.1780242919921875
-1.2360929697752,-3.1036853790283203
0.04066229797899723,-3.334963321685791
-0.5658984184265137,-2.580094337463379
-2.5479674339294434,-2.754521369934082
0.3260492905974388,-2.1318554878234863
-0.9712457656860352,-1.8390774726867676
-1.7255783081054688,-1.9867897033691406
-1.563727855682373,-0.712120532989502
-0.8490443229675293,1.0372281074523926
-1.059269905090332,0.818634033203125
0.11148449964821339,1.0122895240783691
1.5674471855163574,1.7600297927856445
2.82517671585083,2.1558761596679688
1.8401384353637695,3.3078789710998535
0.7528185844421387,3.820919990539551
1.9395112991333008,2.492368221282959
0.5486487969756126,2.2902607917785645
1.54191255569458,2.266848087310791
2.3389816284179688,1.607656478881836
0.8648276329040527,1.2712836265563965
-0.8478283882141113,0.17105339094996452
1.1328936368227005,0.49579139798879623
-0.941169336438179,-1.0206223279237747
-0.8737087249755859,-2.7163028717041016
-1.161515712738037,-2.052140235900879
-0.42400360107421875,-2.50474214553833
-1.4277458190917969,-2.7215003967285156
-2.3372650146484375,-3.6141514778137207
-2.2313594818115234,-3.0586719512939453
-1.340043544769287,-3.8953661918640137
-1.7163395881652832,-3.0256271362304688
1.4368653297424316,-3.573286533355713
1.2224078178405762,-1.6202926635742188
-2.695631980895996,-3.0834078788757324
2.0276904106140137,-0.22363660857081413
-3.160977363586426,-0.7456302642822266
1.2291193008422852,0.25556089356541634
-1.9449710845947266,0.3171563148498535
2.0139575004577637,1.2494325637817383
0.30808450654149055,1.4095306396484375
-0.18410680815577507,1.8693923950195312
0.0010966999980155379,1.657724380493164
0.12185569852590561,2.0972490310668945
-1.2877345085144043,3.7343382835388184
-2.607858180999756,3.712010383605957
-0.17646549269557,3.0534744262695312
-2.2080421447753906,2.075815200805664
-0.7810235023498535,4.192209243774414
1.3890266418457031,4.994368553161621
1.409912109375,4.299581050872803
-2.2194266319274902,0.9218574315309525
0.8312582969665527,1.8380522727966309
0.33723119646310806,-0.37758350372314453
1.112353801727295,-0.8205056190490723
2.2655129432678223,-3.1339645385742188
1.4453411102294922,-2.7055978775024414
3.8289427757263184,-4.593312740325928
3.019833564758301,-6.808316707611084
0.8735299110412598,-6.892108917236328
2.211785316467285,-5.462765693664551
1.205003336071968,-6.242811679840088
1.9561171531677246,-4.469120502471924
3.112959861755371,-5.109155178070068
1.8668532371520996,-4.590582847595215
-0.8481383323669434,-4.036235809326172
-0.796198770403862,-2.0943641662597656
-2.870488166809082,0.364685095846653
-5.77470064163208,2.4092793464660645
-3.995537757873535,4.863131046295166
-5.796980857849121,4.895675182342529
-4.157078266143799,5.723011493682861
-4.34412956237793,6.060779094696045
-6.253910064697266,8.767712116241455
-5.07577657699585,8.543574810028076
-4.2676568031311035,7.96736478805542
-4.446470737457275,6.495261192321777
0.1296043023467064,6.076657772064209
0.5413055047392845,5.610620975494385
-0.04183049779385328,4.507815837860107
3.4476280212402344,1.72271728515625
5.339634418487549,0.8703708648681641
6.464636325836182,-0.9652494639158249
7.670009136199951,-2.697467803955078
7.5032830238342285,-4.7115325927734375
6.40329122543335,-5.1857590675354
6.704437732696533,-5.64495325088501
4.126417636871338,-5.753684043884277
4.761004447937012,-7.200765609741211
0.9192705154418945,-6.524717807769775
0.16018150374293327,-5.6266188621521
1.3605237007141113,-5.693221092224121
-1.894831657409668,-4.786276817321777
-2.2209763526916504,-3.293430805206299
-3.458893299102783,-2.041900157928467
-4.213714599609375,0.14452929608523846
-5.108404159545898,0.82001693546772
-6.716954708099365,2.4860739707946777
-6.365859508514404,3.0814409255981445
-6.1393022537231445,3.304421901702881
-4.52117919921875,3.051900863647461
-4.843640327453613,4.027724266052246
-3.0916213989257812,4.549586772918701
-1.8671393394470215,4.9724578857421875
-1.471412181854248,4.126918315887451
1.4252662658691406,4.391360282897949
2.6578187942504883,3.4810900688171387
4.425656795501709,2.285289764404297
5.725812911987305,0.9904026985168457
5.526137351989746,0.11264090426266193
5.462360382080078,-0.46460628509521484
5.75329065322876,-1.584792137145996
6.0699462890625,-3.312385082244873
3.7302732467651367,-3.5150527954101562
2.183091640472412,-3.6113619804382324
2.6854395866394043,-4.182302951812744
0.16289949417114258,-5.783355236053467
-1.6211986541748047,-5.913138389587402
-1.345503330230713,-4.701697826385498
-5.61673641204834,-2.431154251098633
-6.350266933441162,-0.4228829964995384
-5.4879069328308105,0.4221438989043236
